AccountID|CustomerID|StatementDate|LoanID|ProjectionNumber|InterestRate|Amount|Principal|MonthlyFee|OriginationFee
385030|200812202114|20160910|262901|0|.1400|.0000|.0000|.0000|0
385570|2402202113|20160910|262902|0|.1400|.0000|.0000|.0000|0
388727|2402202111|20160910|262903|0|.1400|20.0000|.0000|.0000|0
389045|2402202110|20160910|262904|0|.1400|20.0000|.0000|.0000|0
389046|2402202109|20160910|262905|0|.1400|20.0000|.0000|.0000|0
385030|200812202114|20160910|262913|0|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20161010|262913|1|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20161110|262913|2|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20161210|262913|3|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20170110|262913|4|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20170210|262913|5|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20170310|262913|6|.1400|847.3400|833.3400|14.0000|0
385030|200812202114|20170410|262913|7|.1400|847.2600|833.2600|14.0000|0
385570|2402202113|20160910|262914|0|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20161010|262914|1|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20161110|262914|2|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20161210|262914|3|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20170110|262914|4|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20170210|262914|5|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20170310|262914|6|.1400|847.3400|833.3400|14.0000|0
385570|2402202113|20170410|262914|7|.1400|847.2600|833.2600|14.0000|0
388727|2402202111|20160910|262915|0|.1400|2542.0200|2514.0200|28.0000|0
388727|2402202111|20161010|262915|1|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20161110|262915|2|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20161210|262915|3|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20170110|262915|4|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20170210|262915|5|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20170310|262915|6|.1400|847.3400|833.3400|14.0000|0
388727|2402202111|20170410|262915|7|.1400|847.2600|833.2600|14.0000|0
389045|2402202110|20160910|262916|0|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20161010|262916|1|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20161110|262916|2|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20161210|262916|3|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20170110|262916|4|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20170210|262916|5|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20170310|262916|6|.1400|847.3400|833.3400|14.0000|0
389045|2402202110|20170410|262916|7|.1400|847.2600|833.2600|14.0000|0
389046|2402202109|20160910|262917|0|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20161010|262917|1|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20161110|262917|2|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20161210|262917|3|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20170110|262917|4|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20170210|262917|5|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20170310|262917|6|.1400|847.3400|833.3400|14.0000|0
389046|2402202109|20170410|262917|7|.1400|847.2600|833.2600|14.0000|0
390212|2402202108|20160910|262918|0|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161010|262918|1|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161110|262918|2|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20161210|262918|3|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170110|262918|4|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170210|262918|5|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170310|262918|6|.1400|847.3400|833.3400|14.0000|0
390212|2402202108|20170410|262918|7|.1400|847.2600|833.2600|14.0000|0
391241|2402202104|20160910|262921|0|.1400|847.3400|833.3400|14.0000|0
