AccountID|CustomerID|LoanID|PostedTransactionID|ReversalTransactionID|TransactionReversalFlag|AmountAppliedToLoan|PrincipalPaymentApplied|FeePaymentApplied|FeeApplied|PaymentApplied|AdvanceApplied|PrincipalAmountAppliedToLoan|FeeAmountAppliedToLoan|NSFFeeAmountAppliedToLoan|LateFeeAmountAppliedToLoan|AmountAppliedToOtherFees|InterestAmountAppliedToLoan|TransactionAmount|TransactionCode
385030|200812202114|262901|343286786|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-7533.98|8507
385030|200812202114|262901|343286879|343286786|True|20.00|.00|20.00|.00|20.00|.00|.00|.00|.00|20.00|.00|.00|7533.98|8567
385030|200812202114|262901|343286925|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-867.34|8505
385570|2402202113|262902|343286824|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-20054.98|8507
385570|2402202113|262902|343286960|343286824|True|20.00|.00|20.00|.00|20.00|.00|.00|.00|.00|20.00|.00|.00|20054.98|8567
385570|2402202113|262902|343287024|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-2138.34|8505
388727|2402202111|262903|343287065|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-423.66|8505
389045|2402202110|262904|343287110|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-2562.02|8505
389046|2402202109|262905|343287147|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-1362.02|8505
385030|200812202114|262913|343284960|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385030|200812202114|262913|343286786|0|False|-7513.98|-7499.98|-14.00|.00|-7513.98|.00|-7499.98|-14.00|.00|.00|.00|.00|-7533.98|8507
385030|200812202114|262913|343286879|343286786|True|7513.98|7499.98|14.00|.00|7513.98|.00|7499.98|14.00|.00|.00|.00|.00|7533.98|8567
385030|200812202114|262913|343286925|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-867.34|8505
385570|2402202113|262914|343284962|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385570|2402202113|262914|343286824|0|False|-7513.98|-7499.98|-14.00|.00|-7513.98|.00|-7499.98|-14.00|.00|.00|.00|.00|-20054.98|8507
385570|2402202113|262914|343286960|343286824|True|7513.98|7499.98|14.00|.00|7513.98|.00|7499.98|14.00|.00|.00|.00|.00|20054.98|8567
385570|2402202113|262914|343287024|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2138.34|8505
388727|2402202111|262915|343284961|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389045|2402202110|262916|343284959|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389045|2402202110|262916|343287110|0|False|-2542.02|-2500.02|-42.00|.00|-2542.02|.00|-2500.02|-42.00|.00|.00|.00|.00|-2562.02|8505
389046|2402202109|262917|343285064|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389046|2402202109|262917|343287147|0|False|-1342.02|-1328.02|-14.00|.00|-1342.02|.00|-1328.02|-14.00|.00|.00|.00|.00|-1362.02|8505
390212|2402202108|262918|343285065|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390212|2402202108|262918|343287184|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
390757|2402202107|262919|343287220|0|False|-7513.98|-7499.98|-14.00|.00|-7513.98|.00|-7499.98|-14.00|.00|.00|.00|.00|-7513.98|8507
391241|2402202104|262921|343285140|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391241|2402202104|262921|343287257|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262922|343285146|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391951|2402202103|262922|343287300|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2268.34|8505
392068|200812202102|262923|343285163|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
392068|200812202102|262923|343287344|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2118.34|8505
1001063074|2402202101|262924|343285191|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
1001063074|2402202101|262924|343287387|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
385570|2402202113|262931|343284970|0|False|21.00|.00|.00|21.00|.00|.00|.00|21.00|.00|.00|.00|.00|21.00|8590
385570|2402202113|262931|343286824|0|False|-12521.00|-12500.00|-21.00|.00|-12521.00|.00|-12500.00|-21.00|.00|.00|.00|.00|-20054.98|8507
385570|2402202113|262931|343286960|343286824|True|12521.00|12500.00|21.00|.00|12521.00|.00|12500.00|21.00|.00|.00|.00|.00|20054.98|8567
385570|2402202113|262931|343287024|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2138.34|8505
388727|2402202111|262932|343284969|0|False|21.00|.00|.00|21.00|.00|.00|.00|21.00|.00|.00|.00|.00|21.00|8590
388727|2402202111|262932|343287065|0|False|-403.66|-382.66|-21.00|.00|-403.66|.00|-382.66|-21.00|.00|.00|.00|.00|-423.66|8505
391241|2402202104|262941|343287257|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262942|343287300|0|False|-1421.00|-1250.00|-21.00|.00|-1421.00|.00|-1250.00|-21.00|.00|.00|-150.00|.00|-2268.34|8505
392068|200812202102|262943|343287344|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2118.34|8505
