AccountID|CustomerID|LoanID|PostedTransactionID|ReversalTransactionID|TransactionReversalFlag|AmountAppliedToLoan|PrincipalPaymentApplied|FeePaymentApplied|FeeApplied|PaymentApplied|AdvanceApplied|PrincipalAmountAppliedToLoan|FeeAmountAppliedToLoan|NSFFeeAmountAppliedToLoan|LateFeeAmountAppliedToLoan|AmountAppliedToOtherFees|InterestAmountAppliedToLoan|TransactionAmount|TransactionCode
392068|200812202102|262911|343296920|0|False|-40.00|.00|-40.00|.00|-40.00|.00|.00|.00|.00|-40.00|.00|.00|-8513.36|8505
390212|2402202108|262918|343295485|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390212|2402202108|262918|343296795|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
391241|2402202104|262921|343295537|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391241|2402202104|262921|343296831|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262922|343296874|0|False|-5013.96|-4999.96|-14.00|.00|-5013.96|.00|-4999.96|-14.00|.00|.00|.00|.00|-16305.96|8507
392068|200812202102|262923|343295575|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
392068|200812202102|262923|343296920|0|False|-3389.36|-3333.36|-56.00|.00|-3389.36|.00|-3333.36|-56.00|.00|.00|.00|.00|-8513.36|8505
391241|2402202104|262941|343296831|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262942|343296874|0|False|-11292.00|-11250.00|-42.00|.00|-11292.00|.00|-11250.00|-42.00|.00|.00|.00|.00|-16305.96|8507
392068|200812202102|262943|343296920|0|False|-5084.00|-5000.00|-84.00|.00|-5084.00|.00|-5000.00|-84.00|.00|.00|.00|.00|-8513.36|8505
