AccountID|CustomerID|LoanID|PostedTransactionID|ReversalTransactionID|TransactionReversalFlag|AmountAppliedToLoan|PrincipalPaymentApplied|FeePaymentApplied|FeeApplied|PaymentApplied|AdvanceApplied|PrincipalAmountAppliedToLoan|FeeAmountAppliedToLoan|NSFFeeAmountAppliedToLoan|LateFeeAmountAppliedToLoan|AmountAppliedToOtherFees|InterestAmountAppliedToLoan|TransactionAmount|TransactionCode
388727|2402202111|262903|343291411|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-15888.30|8507
392068|200812202102|262911|343291579|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-6375.02|8505
385030|200812202114|262913|343291329|0|False|-5847.30|-5833.30|-14.00|.00|-5847.30|.00|-5833.30|-14.00|.00|.00|.00|.00|-5847.30|8507
385570|2402202113|262914|343291366|0|False|-5847.30|-5833.30|-14.00|.00|-5847.30|.00|-5833.30|-14.00|.00|.00|.00|.00|-15868.30|8507
388727|2402202111|262915|343291411|0|False|-5847.30|-5833.30|-14.00|.00|-5847.30|.00|-5833.30|-14.00|.00|.00|.00|.00|-15888.30|8507
390212|2402202108|262918|343291457|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
390212|2402202108|262918|343293404|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391241|2402202104|262921|343291493|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2118.34|8505
391241|2402202104|262921|343293455|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391951|2402202103|262922|343291536|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262922|343293457|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
392068|200812202102|262923|343291579|0|False|-2542.02|-2500.02|-42.00|.00|-2542.02|.00|-2500.02|-42.00|.00|.00|.00|.00|-6375.02|8505
392068|200812202102|262923|343293456|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385570|2402202113|262931|343291366|0|False|-10021.00|-10000.00|-21.00|.00|-10021.00|.00|-10000.00|-21.00|.00|.00|.00|.00|-15868.30|8507
388727|2402202111|262932|343291411|0|False|-10021.00|-10000.00|-21.00|.00|-10021.00|.00|-10000.00|-21.00|.00|.00|.00|.00|-15888.30|8507
391241|2402202104|262941|343291493|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2118.34|8505
391951|2402202103|262942|343291536|0|False|-1271.00|-1250.00|-21.00|.00|-1271.00|.00|-1250.00|-21.00|.00|.00|.00|.00|-2118.34|8505
392068|200812202102|262943|343291579|0|False|-3813.00|-3750.00|-63.00|.00|-3813.00|.00|-3750.00|-63.00|.00|.00|.00|.00|-6375.02|8505
