AccountID|CustomerID|LoanID|PostedTransactionID|ReversalTransactionID|TransactionReversalFlag|AmountAppliedToLoan|PrincipalPaymentApplied|FeePaymentApplied|FeeApplied|PaymentApplied|AdvanceApplied|PrincipalAmountAppliedToLoan|FeeAmountAppliedToLoan|NSFFeeAmountAppliedToLoan|LateFeeAmountAppliedToLoan|AmountAppliedToOtherFees|InterestAmountAppliedToLoan|TransactionAmount|TransactionCode
391227|2402202105|262908|343281055|0|False|-20.00|.00|-20.00|.00|-20.00|.00|.00|.00|.00|-20.00|.00|.00|-9214.66|8507
385030|200812202114|262913|343278744|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385030|200812202114|262913|343280786|0|False|-1694.68|-1666.68|-28.00|.00|-1694.68|.00|-1666.68|-28.00|.00|.00|.00|.00|-1694.68|8505
385570|2402202113|262914|343278747|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385570|2402202113|262914|343280822|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-2386.68|8505
388727|2402202111|262915|343278746|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
388727|2402202111|262915|343280865|0|False|-847.34|-819.34|-28.00|.00|-847.34|.00|-819.34|-28.00|.00|.00|.00|.00|-1694.68|8505
389045|2402202110|262916|343278745|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389045|2402202110|262916|343280911|0|False|-1694.68|-1666.68|-28.00|.00|-1694.68|.00|-1666.68|-28.00|.00|.00|.00|.00|-1694.68|8505
389046|2402202109|262917|343280947|0|False|-1200.00|-1172.00|-28.00|.00|-1200.00|.00|-1172.00|-28.00|.00|.00|.00|.00|-1200.00|8505
389046|2402202109|262917|343282841|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390212|2402202108|262918|343280983|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
390212|2402202108|262918|343282849|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390757|2402202107|262919|343281019|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
390757|2402202107|262919|343282884|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391227|2402202105|262920|343281055|0|False|-9194.66|-9166.66|-28.00|.00|-9194.66|.00|-9166.66|-28.00|.00|.00|.00|.00|-9214.66|8507
391241|2402202104|262921|343281093|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
391241|2402202104|262921|343282926|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391951|2402202103|262922|343281134|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
391951|2402202103|262922|343282938|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
392068|200812202102|262923|343281175|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
392068|200812202102|262923|343282952|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
1001063074|2402202101|262924|343281216|0|False|-847.34|-833.34|-14.00|.00|-847.34|.00|-833.34|-14.00|.00|.00|.00|.00|-847.34|8505
1001063074|2402202101|262924|343282968|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385570|2402202113|262931|343278755|0|False|21.00|.00|.00|21.00|.00|.00|.00|21.00|.00|.00|.00|.00|21.00|8590
385570|2402202113|262931|343280822|0|False|-1539.34|-1518.34|-21.00|.00|-1539.34|.00|-1518.34|-21.00|.00|.00|.00|.00|-2386.68|8505
388727|2402202111|262932|343278754|0|False|21.00|.00|.00|21.00|.00|.00|.00|21.00|.00|.00|.00|.00|21.00|8590
388727|2402202111|262932|343280865|0|False|-847.34|-805.34|-42.00|.00|-847.34|.00|-805.34|-42.00|.00|.00|.00|.00|-1694.68|8505
