AccountID|CustomerID|LoanID|PostedTransactionID|ReversalTransactionID|TransactionReversalFlag|AmountAppliedToLoan|PrincipalPaymentApplied|FeePaymentApplied|FeeApplied|PaymentApplied|AdvanceApplied|PrincipalAmountAppliedToLoan|FeeAmountAppliedToLoan|NSFFeeAmountAppliedToLoan|LateFeeAmountAppliedToLoan|AmountAppliedToOtherFees|InterestAmountAppliedToLoan|TransactionAmount|TransactionCode
385030|200812202114|262913|343260894|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
385030|200812202114|262913|343260903|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
385570|2402202113|262914|343260932|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
385570|2402202113|262914|343260941|0|False|100.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|100.00|.00|100.00|8714
385570|2402202113|262914|343260942|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
388727|2402202111|262915|343260971|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
388727|2402202111|262915|343260980|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389045|2402202110|262916|343261009|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
389045|2402202110|262916|343261018|0|False|100.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|100.00|.00|100.00|8714
389045|2402202110|262916|343261019|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
389046|2402202109|262917|343261048|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
389046|2402202109|262917|343261057|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390212|2402202108|262918|343261086|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
390212|2402202108|262918|343261095|0|False|100.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|100.00|.00|100.00|8714
390212|2402202108|262918|343261096|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
390757|2402202107|262919|343261125|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
390757|2402202107|262919|343261134|0|False|100.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|100.00|.00|100.00|8714
390757|2402202107|262919|343261135|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391227|2402202105|262920|343261164|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
391227|2402202105|262920|343261173|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391241|2402202104|262921|343264786|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
391241|2402202104|262921|343264795|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
391951|2402202103|262922|343264822|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
391951|2402202103|262922|343264831|0|False|100.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|100.00|.00|100.00|8714
391951|2402202103|262922|343264832|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
392068|200812202102|262923|343264859|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
392068|200812202102|262923|343264868|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
1001063074|2402202101|262924|343264895|0|False|10000.00|.00|.00|.00|.00|10000.00|10000.00|.00|.00|.00|.00|.00|10000.00|8625
1001063074|2402202101|262924|343264904|0|False|14.00|.00|.00|14.00|.00|.00|.00|14.00|.00|.00|.00|.00|14.00|8590
